qid,chars,lines,tokens,n_select,n_join,n_where,is_cte,has_where,has_join,has_group,has_having,has_order,has_limit,has_distinct,has_case,has_window,has_union,has_exists,has_in_subq,has_like,has_recursive,has_subquery,join_inner,join_left,join_right,join_full,join_cross,n_tables,tbl_badges,tbl_closereasontypes,tbl_comments,tbl_linktypes,tbl_posthistory,tbl_posthistorytypes,tbl_postlinks,tbl_posts,tbl_posttypes,tbl_tags,tbl_users,tbl_votes,tbl_votetypes,fn_count,fn_sum,fn_avg,fn_min,fn_max,fn_string_agg,fn_array_agg,fn_substring,fn_concat,fn_replace,fn_upper,fn_lower,fn_trim,fn_coalesce,fn_cast,fn_round,fn_extract,fn_date_trunc,fn_case
10018,254,16,39,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1002,1541,72,214,4,5,3,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,4,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10021,1210,51,182,3,4,0,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10023,755,26,126,1,2,0,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
10026,607,24,104,1,3,0,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10028,250,16,39,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10029,349,19,53,1,2,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10030,1188,49,159,7,4,1,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,5,True,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10031,1587,65,193,3,6,0,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,5,True,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10035,258,17,41,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10036,914,52,130,4,6,0,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10042,1376,61,173,4,3,0,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,4,True,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10043,1552,67,205,4,5,0,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10044,786,42,85,3,1,1,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10051,700,34,106,1,3,1,False,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10053,895,45,124,3,3,0,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,3,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10054,260,16,39,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10056,1477,62,186,6,6,3,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,4,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10057,1058,50,132,3,2,1,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,3,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10060,1266,64,151,5,4,1,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,5,True,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10061,756,43,96,3,3,0,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10063,698,37,83,3,2,0,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,3,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10064,1238,58,176,3,6,1,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,5,True,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10065,220,15,34,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10066,579,20,83,3,3,0,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10068,963,47,115,3,2,0,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,3,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10069,1184,55,140,3,3,1,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1007,1613,75,209,5,4,2,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
10074,1386,53,165,4,0,0,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,3,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10075,377,21,59,1,2,1,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10076,710,30,107,1,2,1,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10078,879,36,141,1,4,1,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,5,False,False,True,False,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10083,644,31,74,3,0,0,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,2,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10085,256,16,39,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10092,1565,60,223,3,4,0,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,3,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10093,635,27,98,1,3,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10094,817,35,138,1,4,1,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,5,True,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10096,801,38,99,4,3,0,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10098,943,46,116,3,1,1,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10099,405,23,58,2,2,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,3,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
101,1774,51,228,3,2,3,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,3,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10102,924,41,111,3,1,1,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10105,742,40,95,2,3,0,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10106,880,48,107,3,3,1,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10107,1289,62,144,4,4,3,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10108,1525,66,210,3,7,0,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,6,True,False,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10111,1114,58,116,5,3,2,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,3,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10113,429,26,55,2,1,0,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10114,1315,49,185,3,2,0,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,3,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10116,1011,44,143,2,3,1,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10117,178,14,29,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10118,1074,44,131,4,2,0,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,3,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10119,268,15,39,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10123,1316,52,186,3,3,0,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,3,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10125,814,33,128,1,3,1,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10127,849,50,96,3,2,1,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,3,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10130,592,30,67,2,1,0,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10131,254,17,40,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10133,253,17,41,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10136,458,22,66,1,2,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10137,1010,48,121,3,2,1,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,3,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1014,1546,64,196,5,2,3,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
10140,1723,81,167,6,4,4,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,3,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10141,1140,42,109,14,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10144,1110,56,139,3,2,2,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,3,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10147,632,30,108,1,3,1,False,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10149,406,22,67,1,3,0,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,4,False,False,True,False,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10150,733,31,121,1,4,1,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,5,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10152,937,46,113,3,1,1,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10155,1026,46,124,3,3,1,True,True,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,3,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10159,674,31,101,3,2,3,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,5,True,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10161,970,48,122,3,3,0,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,4,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10162,228,15,34,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10163,898,40,107,3,1,1,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10165,252,16,39,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10166,416,20,62,1,2,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10169,809,32,129,1,3,1,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1017,1504,65,199,5,4,4,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,5,False,False,True,False,False,False,False,True,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
10170,1107,50,126,3,2,1,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,3,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10171,765,32,124,1,2,1,False,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10176,250,16,39,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10177,781,39,111,3,2,0,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,3,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1018,1853,77,258,5,5,3,True,True,True,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,4,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
10181,1390,63,174,3,4,0,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,5,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10182,289,18,46,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10183,1696,72,233,3,5,0,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10184,905,47,105,4,2,1,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,3,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10185,991,39,137,2,3,0,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10186,256,16,39,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10187,865,41,106,4,3,1,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10189,190,7,23,3,0,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10190,250,16,39,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10191,1315,62,177,4,6,0,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,5,True,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10193,787,32,131,1,3,1,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10199,250,16,39,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
102,1372,55,193,4,2,1,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,3,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10204,783,36,97,2,1,0,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
